Id,Name,Country,Latitude,Longitude,Government_Area,Market,Street,Suburb,Availability_30,Availability_365,Availability_60,Availability_90,Bathrooms,Bed_Type,Bedrooms,Beds,Number_Of_Reviews,Price,Property_Type,Review_Scores_Accuracy,Review_Scores_Checkin,Review_Scores_Cleanliness,Review_Scores_Communication,Review_Scores_Location,Review_Scores_Rating,Review_Scores_Value,Room_Type,Security_Deposit,Accommodates,Image
10006546,Ribeira Charming Duplex,Portugal,-8.61308,41.1413,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",28,239,47,74,1,Real Bed,3,5,51,80,House,9,10,9,10,10,89,9,Entire home/apt,200,8,https://a0.muscache.com/im/pictures/e83e702f-ef49-40fb-8fa0-6512d7e26e9b.jpg?aki_policy=large
10009999,Horto flat with small garden,Brazil,-43.23074991,-22.96625355,Jardim Botânico,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Jardim Botânico,0,0,0,0,1,Real Bed,1,2,0,317,Apartment,0,0,0,0,0,0,0,Entire home/apt,0,4,https://a0.muscache.com/im/pictures/5b408b9e-45da-4808-be65-4edc1f29c453.jpg?aki_policy=large
1001265,Ocean View Waikiki Marina w/prkg,United States,-157.83919,21.28634,Primary Urban Center,Oahu,"Honolulu, HI, United States",Oʻahu,16,343,46,76,1,Real Bed,1,1,96,115,Condominium,9,9,8,9,10,84,9,Entire home/apt,0,2,https://a0.muscache.com/im/pictures/15037101/5aff14a7_original.jpg?aki_policy=large
10021707,Private Room in Bushwick,United States,-73.93615,40.69791,Bushwick,New York,"Brooklyn, NY, United States",Brooklyn,0,0,0,0,1,Real Bed,1,1,1,40,Apartment,10,10,10,10,8,100,8,Private room,0,1,https://a0.muscache.com/im/pictures/72844c8c-fec2-440e-a752-bba9b268c361.jpg?aki_policy=large
10030955,Apt Linda Vista Lagoa - Rio,Brazil,-43.20504708,-22.97195099,Lagoa,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Lagoa,28,363,58,88,2,Real Bed,1,1,0,701,Apartment,0,0,0,0,0,0,0,Private room,1000,2,https://a0.muscache.com/im/pictures/59c516bd-c7c3-4dae-8625-aff5f55ece53.jpg?aki_policy=large
1003530,New York City - Upper West Side Apt,United States,-73.96523,40.79962,Upper West Side,New York,"New York, NY, United States",Manhattan,0,93,0,0,1,Real Bed,1,1,70,135,Apartment,10,10,9,10,10,94,10,Private room,0,2,https://a0.muscache.com/im/pictures/15074036/a97119ed_original.jpg?aki_policy=large
10038496,Copacabana Apartment Posto 6,Brazil,-43.19084919,-22.98433936,Copacabana,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,7,118,19,33,2,Real Bed,1,3,70,119,Apartment,10,10,10,10,10,98,10,Entire home/apt,600,4,https://a0.muscache.com/im/pictures/159d489e-62ad-44c4-80a0-fab2a8f3b455.jpg?aki_policy=large
10047964,Charming Flat in Downtown Moda,Turkey,29.03133,40.98585,Kadikoy,Istanbul,"Kadıköy, İstanbul, Turkey",Moda,27,362,57,87,1,Real Bed,2,6,1,527,House,10,10,10,10,10,100,10,Entire home/apt,0,6,https://a0.muscache.com/im/pictures/231120b6-e6e5-4514-93cd-53722ac67de1.jpg?aki_policy=large
10051164,Catete's Colonial Big Hause Room B,Brazil,-43.18015675,-22.92638235,Catete,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Catete,10,296,10,21,4,Real Bed,1,8,1,250,House,10,8,6,8,8,80,8,Private room,0,8,https://a0.muscache.com/im/pictures/b2119f25-42e1-4770-8072-20de92e65893.jpg?aki_policy=large
10057447,Modern Spacious 1 Bedroom Loft,Canada,-73.59111,45.51889,Le Plateau-Mont-Royal,Montreal,"Montréal, Québec, Canada",Mile End,0,0,0,0,1,Real Bed,1,2,0,50,Apartment,0,0,0,0,0,0,0,Entire home/apt,0,4,https://a0.muscache.com/im/pictures/9fa69ad8-c9be-45dd-966b-b8f59bdccb2b.jpg?aki_policy=large
10057826,Deluxe Loft Suite,United States,-73.94472,40.72778,Greenpoint,New York,"Brooklyn, NY, United States",Greenpoint,30,243,31,31,1,Real Bed,0,2,5,205,Apartment,9,10,10,8,9,88,9,Entire home/apt,0,4,https://a0.muscache.com/im/pictures/40ace1e3-4917-46e5-994f-30a5965f5159.jpg?aki_policy=large
10059244,Ligne verte - à 15 min de métro du centre ville.,Canada,-73.54949,45.54548,Mercier-Hochelaga-Maisonneuve,Montreal,"Montréal, Québec, Canada",Hochelaga-Maisonneuve,0,32,0,0,1,Real Bed,0,1,0,43,Apartment,0,0,0,0,0,0,0,Entire home/apt,0,2,https://a0.muscache.com/im/pictures/af5c069c-ef73-490a-9e47-b48c0ae47c2f.jpg?aki_policy=large
10059872,"Soho Cozy, Spacious and Convenient",Hong Kong,114.15027,22.28158,Central & Western,Hong Kong,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,0,0,0,0,1,Real Bed,1,2,3,699,Apartment,10,10,10,10,10,100,8,Entire home/apt,0,3,https://a0.muscache.com/im/pictures/4533a1dc-6fd8-4167-938d-391c6eebbc19.jpg?aki_policy=large
10066928,3 chambres au coeur du Plateau,Canada,-73.57383,45.52233,Le Plateau-Mont-Royal,Montreal,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,0,0,0,0,1,Real Bed,3,3,0,140,Apartment,0,0,0,0,0,0,0,Entire home/apt,0,6,https://a0.muscache.com/im/pictures/f208bdd7-bdab-4d4d-b529-8e6b1e5a83c1.jpg?aki_policy=large
10069642,Ótimo Apto proximo Parque Olimpico,Brazil,-43.43111231,-23.00035793,Recreio dos Bandeirantes,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,0,0,0,0,2,Real Bed,2,2,0,858,Apartment,0,0,0,0,0,0,0,Entire home/apt,4476,5,https://a0.muscache.com/im/pictures/5b1f4beb-6e06-41f0-970b-044f2f28d957.jpg?aki_policy=large
10082307,Double Room en-suite (307),Hong Kong,114.17158,22.30469,Yau Tsim Mong,Hong Kong,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,30,365,60,90,1,Real Bed,1,1,0,361,Apartment,0,0,0,0,0,0,0,Private room,0,2,https://a0.muscache.com/im/pictures/8ee32fb6-2094-42ee-ae6c-ff40b479f9a7.jpg?aki_policy=large
10082422,Nice room in Barcelona Center,Spain,2.16942,41.40082,la Dreta de l'Eixample,Barcelona,"Barcelona, Catalunya, Spain",Eixample,0,0,0,0,1,Real Bed,1,2,0,50,Apartment,0,0,0,0,0,0,0,Private room,100,2,https://a0.muscache.com/im/pictures/aed1923a-69a6-4614-99d0-fd5c8f41ebda.jpg?aki_policy=large
10083468,Be Happy in Porto,Portugal,-8.61123,41.15225,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",16,335,40,67,1,Real Bed,1,1,178,30,Loft,10,10,10,10,10,97,10,Entire home/apt,0,2,https://a0.muscache.com/im/pictures/9420dabf-661e-4e86-b69c-84d90ceeedb5.jpg?aki_policy=large
10084023,City center private room with bed,Hong Kong,114.1669,22.3314,Sham Shui Po,Hong Kong,"Hong Kong , 九龍, Hong Kong",Sham Shui Po District,14,220,24,40,1,Futon,1,1,81,181,Guesthouse,10,10,8,10,10,92,10,Private room,0,1,https://a0.muscache.com/im/pictures/e6275515-7d73-4a70-bdc4-39ba6497e7d3.jpg?aki_policy=large
10091713,Surry Hills Studio - Your Perfect Base in Sydney,Australia,151.21554,-33.88029,Sydney,Sydney,"Surry Hills, NSW, Australia",Darlinghurst,0,0,0,0,1,Real Bed,0,1,64,181,Apartment,10,10,9,10,10,95,9,Entire home/apt,300,2,https://a0.muscache.com/im/pictures/f8eaba4e-d211-42fb-a3ca-887c0ff766f8.jpg?aki_policy=large
10092679,Cozy house at Beyoğlu,Turkey,28.95825,41.03777,Beyoglu,Istanbul,"Beyoğlu, İstanbul, Turkey",Beyoglu,3,37,19,37,1,Pull-out Sofa,1,1,27,58,Apartment,10,10,9,10,9,99,10,Private room,0,2,https://a0.muscache.com/im/pictures/23876199-7472-48f4-b215-7c727be47fd7.jpg?aki_policy=large
10096773,Easy 1 Bedroom in Chelsea,United States,-74.00074,40.74577,Chelsea,New York,"New York, NY, United States",Manhattan,0,0,0,0,1,Real Bed,1,1,1,145,Apartment,10,10,10,10,10,100,10,Entire home/apt,0,2,https://a0.muscache.com/im/pictures/ceb6e8b2-d006-4f1f-b0c4-001e48de11db.jpg?aki_policy=large
10108388,Sydney Hyde Park City Apartment (checkin from 6am),Australia,151.21346,-33.87603,Sydney,Sydney,"Darlinghurst, NSW, Australia",Darlinghurst,5,265,16,35,1,Real Bed,1,1,109,185,Apartment,10,10,10,10,10,100,10,Entire home/apt,800,2,https://a0.muscache.com/im/pictures/a2e7de4a-6349-4515-acd3-c788d6f2abcf.jpg?aki_policy=large
10109896,THE Place to See Sydney's FIREWORKS,Australia,151.17956,-33.86296,Leichhardt,Sydney,"Rozelle, NSW, Australia",Lilyfield/Rozelle,0,0,0,0,2,Real Bed,1,1,0,250,House,0,0,0,0,0,0,0,Entire home/apt,400,2,https://a0.muscache.com/im/pictures/aca46512-3f26-432e-8114-e13fa5707217.jpg?aki_policy=large
10112159,Downtown Oporto Inn (room cleaning),Portugal,-8.60867,41.1543,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",30,359,60,87,1,Real Bed,1,1,0,40,Hostel,0,0,0,0,0,0,0,Private room,0,2,https://a0.muscache.com/im/pictures/442ad717-ecf2-4bb5-a186-17a46cfb5f5f.jpg?aki_policy=large
10115921,GOLF ROYAL RESİDENCE TAXİM(1+1):3,Turkey,28.98713,41.04841,Sisli,Istanbul,"Şişli, İstanbul, Turkey",Şişli,30,365,60,90,1,Real Bed,2,4,3,838,Serviced apartment,7,8,7,8,10,67,7,Entire home/apt,0,4,https://a0.muscache.com/im/pictures/fbdaf067-9682-48a6-9838-f51589d4791a.jpg?aki_policy=large
10116256,GOLF ROYAL RESIDENCE SUİTES(2+1)-2,Turkey,28.98818,41.04772,Sisli,Istanbul,"Şişli, İstanbul, Turkey",Şişli,30,365,60,90,2,Real Bed,2,5,0,997,Serviced apartment,0,0,0,0,0,0,0,Entire home/apt,0,6,https://a0.muscache.com/im/pictures/79955df9-923e-44ee-bc3c-5e88041a8c53.jpg?aki_policy=large
10116578,Apartamento zona sul do RJ,Brazil,-43.18259548,-22.93054146,Laranjeiras,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Laranjeiras,30,365,60,90,1,Real Bed,3,3,0,933,Apartment,0,0,0,0,0,0,0,Entire home/apt,0,5,https://a0.muscache.com/im/pictures/96bb9ea5-a164-4fb6-a136-a21b168a72d7.jpg?aki_policy=large
10117617,A Casa Alegre é um apartamento T1.,Portugal,-8.75383,41.3596,Vila do Conde,Porto,"Vila do Conde, Porto, Portugal",Vila do Conde,0,46,0,0,1,Real Bed,1,1,12,40,Apartment,10,10,10,10,9,96,10,Entire home/apt,250,2,https://a0.muscache.com/im/pictures/8845f3f6-9775-4c14-9486-fe0997611bda.jpg?aki_policy=large
10120414,The LES Apartment,United States,-73.98944,40.72063,Lower East Side,New York,"New York, NY, United States",Manhattan,0,0,0,0,1,Real Bed,1,1,0,150,Apartment,0,0,0,0,0,0,0,Entire home/apt,200,3,https://a0.muscache.com/im/pictures/0113fa69-96c5-4241-a949-854a48d8d9e0.jpg?aki_policy=large
10133350,2 bedroom Upper east side,United States,-73.95854,40.7664,Upper East Side,New York,"New York, NY, United States",Upper East Side,0,0,0,0,1,Real Bed,2,2,9,275,Apartment,9,10,8,9,9,90,9,Entire home/apt,0,5,https://a0.muscache.com/im/pictures/d9886a79-0633-4ab4-b03a-7686bab13d71.jpg?aki_policy=large
10133554,Double and triple rooms Blue mosque,Turkey,28.98009,41.0062,Fatih,Istanbul,"Fatih , İstanbul, Turkey",Fatih,30,365,60,90,1,Real Bed,1,2,29,121,Bed and breakfast,9,10,9,10,10,92,9,Private room,0,3,https://a0.muscache.com/im/pictures/68de30b5-ece5-42ab-8152-c1834d5e25fd.jpg?aki_policy=large
10138784,Room Close to LGA and 35 mins to Times Square,United States,-73.88025,40.74953,Jackson Heights,New York,"Queens, NY, United States",Queens,30,365,60,90,1,Real Bed,1,1,123,46,Apartment,10,10,10,10,9,99,10,Private room,0,2,https://a0.muscache.com/im/pictures/f1c9e2c8-c619-4c97-afab-b8bf0ae9ea1d.jpg?aki_policy=large
10140368,A bedroom far away from home,United States,-73.82257,40.71485,Briarwood,New York,"Queens, NY, United States",Queens,20,34,29,29,1,Real Bed,1,1,239,45,Apartment,10,10,10,10,9,95,10,Private room,0,2,https://a0.muscache.com/im/pictures/e15dbb07-8de4-4e4e-9217-1d0763419532.jpg?aki_policy=large
10141950,"Big, Bright & Convenient Sheung Wan",Hong Kong,114.15007,22.28422,Central & Western,Hong Kong,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,0,0,0,0,1,Real Bed,0,1,1,966,Apartment,10,10,10,10,10,100,10,Entire home/apt,0,2,https://a0.muscache.com/im/pictures/aee73a00-c7dd-43bd-93eb-8d96de467a89.jpg?aki_policy=large
10166883,Large railroad style 3 bedroom apt in Manhattan!,United States,-73.93943,40.79805,East Harlem,New York,"New York, NY, United States",Manhattan,0,0,0,0,1,Real Bed,3,4,22,180,Apartment,10,10,9,10,9,95,9,Entire home/apt,199,9,https://a0.muscache.com/im/pictures/5183470a-9507-4488-b113-57a919d48910.jpg?aki_policy=large
10166986,Resort-like living in Williamsburg,United States,-73.93869,40.71552,Williamsburg,New York,"Brooklyn, NY, United States",Williamsburg,0,0,0,0,1,Real Bed,2,2,1,220,Apartment,10,10,8,10,10,100,10,Entire home/apt,0,4,https://a0.muscache.com/im/pictures/e8e3a30b-a3e9-4925-88b2-d3977054be34.jpg?aki_policy=large
1016739,Private Room (2)  in Guest House at Coogee Beach,Australia,151.25541,-33.92398,Randwick,Sydney,"Coogee, NSW, Australia",Coogee,0,20,0,19,3,Real Bed,1,2,8,64,House,10,10,10,10,10,100,9,Private room,0,2,https://a0.muscache.com/im/pictures/15288404/3f765cd7_original.jpg?aki_policy=large
10184012,Apto semi mobiliado,Brazil,-43.24277868,-22.91500935,Vila Isabel,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Vila Isabel,30,365,60,90,1,Real Bed,2,2,0,380,Apartment,0,0,0,0,0,0,0,Entire home/apt,0,2,https://a0.muscache.com/im/pictures/7636a27c-6f18-41d4-b2ce-ecfa1e561451.jpg?aki_policy=large
10186755,Roof double bed private room,Turkey,29.03693,41.12452,Sariyer,Istanbul,"Istanbul, İstanbul, Turkey",Sariyer,30,365,60,90,1,Real Bed,1,2,0,185,Loft,0,0,0,0,0,0,0,Private room,0,2,https://a0.muscache.com/im/pictures/7280244f-cd51-4ac1-a9fd-9acef8a7f0bc.jpg?aki_policy=large
1019168,"Cozy Nest, heart of the Plateau",Canada,-73.58774,45.52028,Le Plateau-Mont-Royal,Montreal,"Montreal, QC, Canada",Le Plateau-Mont-Royal,0,0,0,0,1,Real Bed,1,1,62,34,Apartment,10,10,9,10,10,98,10,Private room,0,1,https://a0.muscache.com/im/pictures/a27beb17-c028-49a1-a374-9f4244f7b2ff.jpg?aki_policy=large
10199760,Uygun nezih daire,Turkey,28.89964,40.99667,Zeytinburnu,Istanbul,"Zeytinburnu, İstanbul, Turkey",Zeytinburnu,30,365,60,90,1,Real Bed,1,2,0,264,Apartment,0,0,0,0,0,0,0,Entire home/apt,527,4,https://a0.muscache.com/im/pictures/d714487a-21cf-47b4-ad3c-e983adadc6b7.jpg?aki_policy=large
10201975,Ipanema: moderno apê 2BR + garagem,Brazil,-43.19984555,-22.98005168,Ipanema,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,24,174,54,84,2,Real Bed,2,2,24,298,Apartment,9,10,10,10,10,92,9,Entire home/apt,600,4,https://a0.muscache.com/im/pictures/d2ccb4bd-1cda-417f-98e4-4d8695ba3a8c.jpg?aki_policy=large
10209136,"Friendly Apartment, 10m from Manly",Australia,151.26969,-33.79629,Manly,Sydney,"Fairlight, NSW, Australia",Fairlight,0,0,0,0,1,Real Bed,1,1,4,36,Apartment,10,9,10,9,10,95,9,Private room,0,2,https://a0.muscache.com/im/pictures/f2da856f-1eb3-4b89-af8e-24e95322625d.jpg?aki_policy=large
10213499,Great studio opp. Narrabeen Lake,Australia,151.29792,-33.71472,Warringah,Sydney,"Narrabeen, NSW, Australia",Warringah,0,26,0,25,1,Real Bed,0,1,61,117,Apartment,10,10,10,10,10,97,10,Entire home/apt,0,2,https://a0.muscache.com/im/pictures/cf11c8a8-a9e8-476b-bdad-98a3108c1ef5.jpg?aki_policy=large
10215858,Cozy Queen Guest Room&My,Hong Kong,114.17034,22.31655,Yau Tsim Mong,Hong Kong,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,20,135,50,80,1,Real Bed,1,1,9,330,Apartment,8,9,7,8,10,73,8,Private room,0,2,https://a0.muscache.com/im/pictures/9dbed061-0c71-4932-b19b-40a115c127f1.jpg?aki_policy=large
10220130,Cozy aptartment in Recreio (near Olympic Venues),Brazil,-43.45296045,-23.00871078,Recreio dos Bandeirantes,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,0,0,0,0,3,Real Bed,3,3,0,746,Apartment,0,0,0,0,0,0,0,Entire home/apt,0,6,https://a0.muscache.com/im/pictures/f48f9243-6bf3-4dea-bc50-c29d88f4e6b2.jpg?aki_policy=large
1022200,"Kailua-Kona, Kona Coast II 2b condo",United States,-155.96445,19.5702,North Kona,The Big Island,"Kailua-Kona, HI, United States",Kailua/Kona,0,196,13,43,2,Real Bed,2,3,1,135,Apartment,10,10,8,10,10,100,10,Entire home/apt,200,6,https://a0.muscache.com/im/pictures/15368256/7f973058_original.jpg?aki_policy=large
10227000,"LAHAINA, MAUI! RESORT/CONDO BEACHFRONT!! SLEEPS 4!",United States,-156.68012,20.96996,Lahaina,Maui,"Lahaina, HI, United States",Maui,30,365,60,90,1,Real Bed,1,2,1,499,Condominium,10,10,10,8,10,100,10,Entire home/apt,0,4,https://a0.muscache.com/im/pictures/f3fbbda4-03cb-4c39-81c0-d79600d75f00.jpg?aki_policy=large
10228731,Quarto inteiro na Tijuca,Brazil,-43.24742191,-22.93620325,Tijuca,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Tijuca,28,178,58,88,2,Real Bed,1,1,1,149,Apartment,8,10,10,10,10,100,10,Private room,0,1,https://a0.muscache.com/im/pictures/de6ab94d-9bcb-4f57-80f6-388aeaaa89c6.jpg?aki_policy=large
10233856,Twin Bed room+MTR Mongkok shopping&My,Hong Kong,114.17073,22.31723,Yau Tsim Mong,Hong Kong,"Hong Kong, Kowloon, Hong Kong",Mong Kok,30,145,60,90,1,Real Bed,1,2,22,400,Apartment,8,9,9,9,10,83,9,Private room,0,3,https://a0.muscache.com/im/pictures/06185984-3faf-4967-8d6d-e24304d0f572.jpg?aki_policy=large
10240767,Cozy double bed room 東涌鄉村雅緻雙人房,Hong Kong,113.92823,22.27671,Islands,Hong Kong,"Hong Kong, New Territories, Hong Kong",Islands,18,339,41,67,1,Real Bed,1,1,162,487,Guesthouse,10,10,10,10,9,96,9,Private room,0,2,https://a0.muscache.com/im/pictures/410fb8a8-673d-44a8-80bd-0b4ac09e6bf2.jpg?aki_policy=large
10264100,Your spot in Copacabana,Brazil,-43.17714542,-22.96270793,Copacabana,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,11,247,41,71,2,Real Bed,2,5,8,798,Apartment,10,10,9,10,10,100,10,Entire home/apt,500,6,https://a0.muscache.com/im/pictures/83dbb5af-8b0c-48a4-b210-4fb60d642119.jpg?aki_policy=large
10266175,Makaha Valley Paradise with OceanView,United States,-158.20291,21.4818,Waianae,Oahu,"Waianae, HI, United States",Leeward Side,0,246,3,16,1,Pull-out Sofa,1,2,32,95,Condominium,10,10,10,10,9,98,9,Entire home/apt,0,4,https://a0.muscache.com/im/pictures/daee0612-9889-4ad1-8386-e8d887191a48.jpg?aki_policy=large
10267144,IPANEMA LUXURY PENTHOUSE with MAID,Brazil,-43.20056249,-22.98034625,Ipanema,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,18,345,40,70,1,Real Bed,1,1,29,858,Apartment,10,10,10,10,10,99,10,Entire home/apt,1865,3,https://a0.muscache.com/im/pictures/5d83827b-eb4f-4bfe-9075-1dc553a2c1a9.jpg?aki_policy=large
10269320,FloresRooms 3T,Portugal,-8.61205,41.14404,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,"Porto, Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",13,278,43,62,1,Real Bed,0,1,225,31,Apartment,10,10,10,10,10,96,10,Entire home/apt,200,2,https://a0.muscache.com/im/pictures/1404e592-e245-4144-a135-0f49e80f384d.jpg?aki_policy=large
10280433,~Ao Lele~ Flying Cloud,United States,-155.21763,19.42151,Puna,The Big Island,"Volcano, HI, United States",Island of Hawaiʻi,20,165,45,75,1,Real Bed,1,1,103,185,Treehouse,10,10,10,10,10,99,10,Entire home/apt,300,2,https://a0.muscache.com/im/pictures/8db00646-53b4-48ad-a1f7-bd88e7129f06.jpg?aki_policy=large
10295352,"Amazing and Big Apt, Ipanema Beach.",Brazil,-43.20465631,-22.98310875,Ipanema,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,0,0,0,0,3,Real Bed,3,4,0,1999,Apartment,0,0,0,0,0,0,0,Entire home/apt,0,6,https://a0.muscache.com/im/pictures/3424f266-bc71-4847-a9da-c0b3bf95e4ff.jpg?aki_policy=large
10299095,Small Room w Bathroom Flamengo Rio de Janeiro,Brazil,-43.17645081,-22.93848269,Flamengo,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Flamengo,0,0,0,0,1,Real Bed,1,1,1,71,Apartment,8,8,8,8,8,80,8,Private room,0,1,https://a0.muscache.com/im/pictures/26459098-5f3e-4d82-a419-1839af1eaa9a.jpg?aki_policy=large
102995,UWS Brownstone Near Central Park,United States,-73.9696,40.78558,Upper West Side,New York,"New York, NY, United States",Upper West Side,0,5,3,5,1,Real Bed,1,3,45,212,Apartment,9,10,9,10,10,93,9,Entire home/apt,275,3,https://a0.muscache.com/im/pictures/1915586/9e2d0945_original.jpg?aki_policy=large
10306879,Alugo Apart frente mar Barra Tijuca,Brazil,-43.36831677,-23.01111701,Barra da Tijuca,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,28,363,58,88,1,Real Bed,1,2,0,933,Apartment,0,0,0,0,0,0,0,Entire home/apt,0,4,https://a0.muscache.com/im/pictures/86a84e4e-9792-461d-8bd7-452b598becab.jpg?aki_policy=large
103161,Cozy Art Top Floor Apt in PRIME Williamsburg!,United States,-73.96053,40.71577,Williamsburg,New York,"Brooklyn, NY, United States",Williamsburg,28,363,58,88,1,Real Bed,1,2,117,175,Apartment,10,10,10,10,10,96,9,Entire home/apt,300,2,https://a0.muscache.com/im/pictures/fc6b432c-c2a2-4995-9427-60c987615bd6.jpg?aki_policy=large
10317142,Private OceanFront - Bathtub Beach. Spacious House,United States,-157.91952,21.63549,Koolauloa,Oahu,"Laie, HI, United States",Ko'olauloa,10,229,17,26,4,Real Bed,4,10,32,795,House,10,10,9,10,10,94,10,Entire home/apt,1000,14,https://a0.muscache.com/im/pictures/71635659-be9e-4860-90ed-312f37e641c2.jpg?aki_policy=large
10324377,Suíte em local tranquilo e seguro,Brazil,-43.33496705,-22.94836549,Anil,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Anil,22,357,52,82,1,Real Bed,1,1,0,101,House,0,0,0,0,0,0,0,Private room,400,1,https://a0.muscache.com/im/pictures/bffd61db-ade5-458f-a40d-9603fc70acaa.jpg?aki_policy=large
10332161,A large sunny bedroom,United States,-73.90052,40.85598,Fordham,New York,"Bronx, NY, United States",Tremont,0,0,0,0,1,Real Bed,1,1,2,35,Apartment,10,9,10,9,6,90,9,Private room,0,1,https://a0.muscache.com/im/pictures/7e68a65c-562e-42b2-bc6c-c95a87eac969.jpg?aki_policy=large
10343118,Best location 1BR Apt in HK - Shops & Sights,Hong Kong,114.17088,22.29663,Yau Tsim Mong,Hong Kong,"Hong Kong, Kowloon, Hong Kong",Tsim Sha Tsui,20,170,50,80,1,Real Bed,1,2,145,997,Apartment,10,10,10,10,10,94,9,Entire home/apt,1000,4,https://a0.muscache.com/im/pictures/f0134013-7f06-457e-a0fc-5ecd294f43a0.jpg?aki_policy=large
10354347,Room For Erasmus,Turkey,29.06064,40.98837,Kadikoy,Istanbul,"Şişli, İstanbul, Turkey",Kadıköy,30,365,60,90,1,Real Bed,2,2,1,37,Apartment,0,0,0,0,0,0,0,Private room,0,2,https://a0.muscache.com/im/pictures/71d16486-b63a-4407-959e-746fee61b61d.jpg?aki_policy=large
10359729,Sariyer,Turkey,29.05108,41.08835,Sariyer,Istanbul,"Istanbul, İstanbul, Turkey",Beşiktaş,0,0,0,0,1,Real Bed,1,2,0,105,Apartment,0,0,0,0,0,0,0,Private room,0,4,https://a0.muscache.com/im/pictures/5e2149f5-f226-42ce-aec8-fd9b38e72048.jpg?aki_policy=large
1036027,BBC OPORTO 4X2,Portugal,-8.60069,41.16246,Bonfim,Porto,"Porto, Porto District, Portugal",Bonfim,0,264,10,15,2,Real Bed,4,8,71,100,Apartment,9,10,9,10,9,88,9,Entire home/apt,0,8,https://a0.muscache.com/im/pictures/17204641/40fc3945_original.jpg?aki_policy=large
10373872,Apartamento Mobiliado - Lgo do Machado,Brazil,-43.17888629,-22.9317159,Catete,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Catete,0,316,11,41,1,Real Bed,1,2,0,149,Apartment,0,0,0,0,0,0,0,Entire home/apt,1000,4,https://a0.muscache.com/im/pictures/cddd4ce4-1936-4417-9fbb-dfcc557d7bc2.jpg?aki_policy=large
1038163,luxury apartment in istanbul taxsim,Turkey,28.98538,41.03326,Beyoglu,Istanbul,"Istanbul, Istanbul Province, Turkey",Cihangir,17,317,36,55,1,Real Bed,1,3,135,269,Apartment,9,10,9,10,10,91,9,Entire home/apt,0,4,https://a0.muscache.com/im/pictures/15668236/28d9f337_original.jpg?aki_policy=large
10381879,Pousada das Colonias,Brazil,-43.30897458,-23.0046334,Barra da Tijuca,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,28,347,58,88,1,Real Bed,1,1,9,138,Bed and breakfast,10,10,10,10,10,98,10,Private room,0,2,https://a0.muscache.com/im/pictures/c4a83827-424e-4ecb-bcce-aa826d08bad4.jpg?aki_policy=large
10383490,Quarto Taquara - Jacarepaguá,Brazil,-43.3703522,-22.91636184,Tanque,Rio De Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Tanque,30,365,60,90,1,Real Bed,1,1,1,101,Apartment,10,10,10,10,10,100,10,Private room,128,2,https://a0.muscache.com/im/pictures/f5e96547-9b65-4b6b-a404-8824f01cc165.jpg?aki_policy=large
